estu_consecutivo_sb11,periodo_sb11,estu_consecutivo_sbpro,periodo_sbpro
SB1120032260336368,20032,EK201830007145,20183
SB11201220321828,20122,EK201830007168,20183
SB11201220399947,20122,EK201830007169,20183
SB11201310011928,20131,EK201830007170,20183
SB11201120289947,20112,EK201830007171,20183
SB11201120317500,20112,EK201830007172,20183
SB11201120074501,20112,EK201830007173,20183
SB11201020313173,20102,EK201830007174,20183
SB11201220335413,20122,EK201830007175,20183
SB11201120277189,20112,EK201830007176,20183
SB11201220326840,20122,EK201830007177,20183
SB11201220343897,20122,EK201830007178,20183
SB11201220331868,20122,EK201830007179,20183
SB11201220283508,20122,EK201830007180,20183
SB11201220335792,20122,EK201830007181,20183
SB11201120279669,20112,EK201830007182,20183
SB11201120285331,20112,EK201830007183,20183
SB11201120205560,20112,EK201830007184,20183
SB11201220346162,20122,EK201830007185,20183
SB11201120303307,20112,EK201830007186,20183
SB11201020516138,20102,EK201830007187,20183
SB112008232737942,20082,EK201830007188,20183
SB11201220391607,20122,EK201830007189,20183
SB11201020012205,20102,EK201830007190,20183
SB11201020591887,20102,EK201830007191,20183
SB11201220325018,20122,EK201830007192,20183
SB11201120328839,20112,EK201830007193,20183
SB11201320048543,20132,EK201830007194,20183
SB11201020335281,20102,EK201830007195,20183
SB11201220309813,20122,EK201830007196,20183
SB11201220280615,20122,EK201830007197,20183
SB11201320482007,20132,EK201830007198,20183
SB1120092182809449,20092,EK201830007199,20183
SB11201220334293,20122,EK201830007200,20183
SB1120092464880424,20092,EK201830007201,20183
SB1120092272594388,20092,EK201830007202,20183
SB11201220399997,20122,EK201830007203,20183
SB1120052595644643,20052,EK201830007204,20183
SB11201220583034,20122,EK201830007205,20183
SB11201220282883,20122,EK201830007206,20183
SB11201220398863,20122,EK201830007207,20183
SB11201020354111,20102,EK201830007208,20183
SB11201020402411,20102,EK201830007209,20183
SB11201220345346,20122,EK201830007210,20183
SB112009210317561,20092,EK201830007211,20183
SB1120092267603927,20092,EK201830007212,20183
SB11201120345877,20112,EK201830007213,20183
SB1120062133033164,20062,EK201830007214,20183
SB1120092132841817,20092,EK201830007215,20183
SB1120082308175929,20082,EK201830007216,20183
SB11201310006819,20131,EK201830007217,20183
SB11201120310311,20112,EK201830007219,20183
SB11201120324357,20112,EK201830007220,20183
SB1120072199491239,20072,EK201830007221,20183
SB11201220073994,20122,EK201830007222,20183
SB1120082318271451,20082,EK201830007223,20183
SB11201220406805,20122,EK201830007224,20183
SB11201120043600,20112,EK201830007225,20183
SB11201320022792,20132,EK201830007226,20183
SB11201320037250,20132,EK201830007227,20183
SB11201120339738,20112,EK201830007228,20183
SB11201320200091,20132,EK201830007229,20183
SB11201220360835,20122,EK201830007230,20183
SB11201220322343,20122,EK201830007231,20183
SB11201020481475,20102,EK201830007232,20183
SB11201220348036,20122,EK201830007234,20183
SB11201220327001,20122,EK201830007235,20183
SB11201320076203,20132,EK201830007236,20183
SB1120072054869399,20072,EK201830007237,20183
SB11201120405245,20112,EK201830007238,20183
SB11201220327882,20122,EK201830007239,20183
SB11201020040849,20102,EK201830007240,20183
SB11201120404670,20112,EK201830007241,20183
SB11201120500118,20112,EK201830007242,20183
SB1120092193359789,20092,EK201830007243,20183
SB1120092016917718,20092,EK201830007244,20183
SB11201120055827,20112,EK201830007245,20183
SB11201120531277,20112,EK201830007247,20183
SB11201220542156,20122,EK201830007248,20183
SB1120082002232724,20082,EK201830007249,20183
SB11201120040669,20112,EK201830007250,20183
SB1120011062060945,20011,EK201830007251,20183
SB11201220054186,20122,EK201830007252,20183
SB1120092113111935,20092,EK201830007253,20183
SB11201320307370,20132,EK201830007254,20183
SB11201220207706,20122,EK201830007255,20183
SB11201020364497,20102,EK201830007256,20183
SB11201020363244,20102,EK201830007257,20183
SB11201120310621,20112,EK201830007258,20183
SB1120082392264845,20082,EK201830007259,20183
SB11201320318222,20132,EK201830007260,20183
SB11201220300863,20122,EK201830007261,20183
SB11201020056704,20102,EK201830007262,20183
SB1120092304685160,20092,EK201830007264,20183
SB11201220324632,20122,EK201830007265,20183
SB1120082313620797,20082,EK201830007296,20183
SB11201420238227,20142,EK201830007298,20183
SB11201320250189,20132,EK201830007299,20183
SB1120072149682771,20072,EK201830007300,20183
SB11201220283316,20122,EK201830007301,20183
SB11201320491302,20132,EK201830007302,20183
SB11201320247712,20132,EK201830007303,20183
SB11201320151103,20132,EK201830007304,20183
SB11201020188277,20102,EK201830007306,20183
SB1120062181748510,20062,EK201830007308,20183
SB11201020302214,20102,EK201830007309,20183
SB11201420184937,20142,EK201830007310,20183
SB11201320005280,20132,EK201830007311,20183
SB11201120318588,20112,EK201830007312,20183
SB11201320004157,20132,EK201830007313,20183
SB11201120443630,20112,EK201830007314,20183
SB11201320004100,20132,EK201830007315,20183
SB11201220351054,20122,EK201830007316,20183
SB1120082074054865,20082,EK201830007317,20183
SB11201320407526,20132,EK201830007318,20183
SB11201220461920,20122,EK201830007319,20183
SB11201220326877,20122,EK201830007320,20183
SB1120082347528257,20082,EK201830007322,20183
SB1120052104589736,20052,EK201830007323,20183
SB11201320248123,20132,EK201830007324,20183
SB11201320463255,20132,EK201830007325,20183
SB1120092104493266,20092,EK201830007326,20183
SB11201020050997,20102,EK201830007327,20183
SB11201120281642,20112,EK201830007328,20183
SB11201320009789,20132,EK201830007329,20183
SB11201320111341,20132,EK201830007330,20183
SB11201420103658,20142,EK201830007331,20183
SB11201020294677,20102,EK201830007332,20183
SB11201020403437,20102,EK201830007333,20183
SB11201420164453,20142,EK201830007334,20183
SB11201120558262,20112,EK201830007335,20183
SB11201120353930,20112,EK201830007337,20183
SB11201020365628,20102,EK201830007338,20183
SB112008246125527,20082,EK201830007339,20183
SB11201220476767,20122,EK201830007340,20183
SB11201420017023,20142,EK201830007341,20183
SB11201220365114,20122,EK201830007342,20183
SB11201020286418,20102,EK201830007343,20183
SB11201220323250,20122,EK201830007344,20183
SB11201320067659,20132,EK201830007345,20183
SB11201320103075,20132,EK201830007346,20183
SB11201220326888,20122,EK201830007347,20183
SB11201320446932,20132,EK201830007348,20183
SB11201320009828,20132,EK201830007349,20183
SB11201320246065,20132,EK201830007350,20183
SB1120092410819720,20092,EK201830007351,20183
SB11201420523782,20142,EK201830007353,20183
SB11201220354354,20122,EK201830007355,20183
SB11201420111336,20142,EK201830007356,20183
SB11201420455847,20142,EK201830007357,20183
SB11201320334392,20132,EK201830007358,20183
SB11201320236402,20132,EK201830007359,20183
SB11201420333132,20142,EK201830007360,20183
SB11201420150346,20142,EK201830007362,20183
SB11201220466973,20122,EK201830007363,20183
SB11201320031864,20132,EK201830007364,20183
SB11201420359098,20142,EK201830007365,20183
SB1120052661446585,20052,EK201830007411,20183
SB11201020313613,20102,EK201830007412,20183
SB11201320150259,20132,EK201830007413,20183
SB11201020474898,20102,EK201830007414,20183
SB11201320157936,20132,EK201830007415,20183
SB11201220399932,20122,EK201830007416,20183
SB11201320181160,20132,EK201830007418,20183
SB11201220330068,20122,EK201830007419,20183
SB11201320052361,20132,EK201830007420,20183
SB11201220332515,20122,EK201830007421,20183
SB11201210056503,20121,EK201830007422,20183
SB11201120354134,20112,EK201830007423,20183
SB11201220012760,20122,EK201830007424,20183
SB1120071012548420,20071,EK201830007425,20183
SB11201320162263,20132,EK201830007426,20183
SB11201120323702,20112,EK201830007428,20183
SB11201120323981,20112,EK201830007429,20183
SB11201220068353,20122,EK201830007430,20183
SB11201120321166,20112,EK201830007431,20183
SB1120092188095441,20092,EK201830007432,20183
SB11201220098703,20122,EK201830007433,20183
SB11201120312662,20112,EK201830007434,20183
SB11201120352903,20112,EK201830007435,20183
SB11201120337119,20112,EK201830007436,20183
SB11201320241088,20132,EK201830007437,20183
SB11201120296991,20112,EK201830007438,20183
SB1120072401901415,20072,EK201830007439,20183
SB11201210034153,20121,EK201830007440,20183
SB11201220027310,20122,EK201830007441,20183
SB11201320306575,20132,EK201830007442,20183
SB11201120340506,20112,EK201830007443,20183
SB1120082340250046,20082,EK201830007444,20183
SB11201220522318,20122,EK201830007445,20183
SB11201020412171,20102,EK201830007446,20183
SB11201120339129,20112,EK201830007447,20183
SB11201320081739,20132,EK201830007448,20183
SB11201220357873,20122,EK201830007449,20183
SB11201320588071,20132,EK201830007450,20183
SB11201020348476,20102,EK201830007451,20183
SB11201020070947,20102,EK201830007452,20183
SB1120092079334931,20092,EK201830007453,20183
SB11201220299987,20122,EK201830007454,20183
SB11201320050206,20132,EK201830007455,20183
SB11201120473925,20112,EK201830007456,20183
SB1120081030248973,20081,EK201830007457,20183
SB11201120353016,20112,EK201830007479,20183
SB11201020288108,20102,EK201830007480,20183
SB1120022103068331,20022,EK201830007481,20183
SB11201220017401,20122,EK201830007482,20183
SB11201120345218,20112,EK201830007483,20183
SB11201220288870,20122,EK201830007484,20183
SB11201020474203,20102,EK201830007486,20183
SB11201120304503,20112,EK201830007487,20183
SB11201320279653,20132,EK201830007488,20183
SB11201120340493,20112,EK201830007489,20183
SB1120062072833732,20062,EK201830007490,20183
SB11201120325559,20112,EK201830007491,20183
SB1120082143976986,20082,EK201830007492,20183
SB11201220364763,20122,EK201830007493,20183
SB11201220359024,20122,EK201830007494,20183
SB1120092261840339,20092,EK201830007495,20183
SB11201320294948,20132,EK201830007514,20183
SB11201220192151,20122,EK201830007515,20183
SB11201120529927,20112,EK201830007516,20183
SB11201220399176,20122,EK201830007517,20183
SB11201320191903,20132,EK201830007518,20183
SB11201320301011,20132,EK201830007520,20183
SB11201120288660,20112,EK201830007521,20183
SB11201220347865,20122,EK201830007562,20183
SB11201320178612,20132,EK201830007563,20183
SB11201220319497,20122,EK201830007564,20183
SB11201020346357,20102,EK201830007565,20183
SB1120062055138288,20062,EK201830007566,20183
SB1120072068703850,20072,EK201830007567,20183
SB11201020306663,20102,EK201830007568,20183
SB11201020177914,20102,EK201830007570,20183
SB11201320074495,20132,EK201830007571,20183
SB11201420389960,20142,EK201830007572,20183
SB11201320259020,20132,EK201830007573,20183
SB11201220301394,20122,EK201830007681,20183
SB11201320307324,20132,EK201830007683,20183
SB11201220255067,20122,EK201830007684,20183
SB112008243503517,20082,EK201830007685,20183
SB11201320196659,20132,EK201830007686,20183
SB11201320158440,20132,EK201830007687,20183
SB11201120320677,20112,EK201830007688,20183
SB11201220343908,20122,EK201830007689,20183
SB11201320507693,20132,EK201830007690,20183
SB11201220335374,20122,EK201830007691,20183
SB11201320210300,20132,EK201830007692,20183
SB11201320247576,20132,EK201830007693,20183
SB11201320050969,20132,EK201830007694,20183
SB11201410029454,20141,EK201830007695,20183
SB11201120323402,20112,EK201830007696,20183
SB11201320364416,20132,EK201830007697,20183
SB11201220322955,20122,EK201830007698,20183
SB11201320156632,20132,EK201830007699,20183
SB11201020338697,20102,EK201830007700,20183
SB11201320208899,20132,EK201830007701,20183
SB11201320139571,20132,EK201830007702,20183
SB11201220317556,20122,EK201830007703,20183
SB11201410015076,20141,EK201830007705,20183
SB1120072130371896,20072,EK201830007706,20183
SB11201220316190,20122,EK201830007707,20183
SB11201220343604,20122,EK201830007708,20183
SB11201320416676,20132,EK201830007709,20183
SB11201320306452,20132,EK201830007710,20183
SB11201020336986,20102,EK201830007711,20183
SB11201220293052,20122,EK201830007712,20183
SB11201220571915,20122,EK201830007713,20183
SB11201220068384,20122,EK201830007714,20183
SB11201220506509,20122,EK201830007715,20183
SB11201320200983,20132,EK201830007716,20183
SB11201320145076,20132,EK201830007717,20183
SB11201220371933,20122,EK201830007718,20183
SB11201220250545,20122,EK201830007719,20183
SB11201220476313,20122,EK201830007720,20183
SB11201210092725,20121,EK201830007721,20183
SB11201320074374,20132,EK201830007722,20183
SB11201120348171,20112,EK201830007723,20183
SB11201320283187,20132,EK201830007724,20183
SB11201210057889,20121,EK201830007725,20183
SB1120092010689819,20092,EK201830007726,20183
SB11201220539905,20122,EK201830007727,20183
SB11201220326717,20122,EK201830007728,20183
SB11201020277386,20102,EK201830007729,20183
SB11201120405946,20112,EK201830007730,20183
SB11201220344789,20122,EK201830007731,20183
SB11201120357245,20112,EK201830007732,20183
SB11201220028335,20122,EK201830007733,20183
SB11201220491296,20122,EK201830007735,20183
SB11201010116109,20101,EK201830007736,20183
SB11201220319795,20122,EK201830007737,20183
SB11201320009670,20132,EK201830007738,20183
SB11201020317153,20102,EK201830007739,20183
SB11201320253592,20132,EK201830007778,20183
SB11201420159055,20142,EK201830007779,20183
SB11201220286250,20122,EK201830007780,20183
SB11201320412671,20132,EK201830007781,20183
SB11201320317254,20132,EK201830007782,20183
SB11201120330790,20112,EK201830007783,20183
SB11201320073655,20132,EK201830007784,20183
SB1120082103278841,20082,EK201830007785,20183
SB11201220006670,20122,EK201830007786,20183
SB11201320584452,20132,EK201830007787,20183
SB1120001032775932,20001,EK201830007788,20183
SB11201220293740,20122,EK201830007789,20183
SB11201220296638,20122,EK201830007790,20183
SB11201120308457,20112,EK201830007791,20183
SB11201320077220,20132,EK201830007792,20183
SB11201320409558,20132,EK201830007793,20183
SB11201120055701,20112,EK201830007794,20183
SB1120072141960561,20072,EK201830007795,20183
SB11201020357446,20102,EK201830007796,20183
SB11201320251041,20132,EK201830007797,20183
SB11201320405493,20132,EK201830007798,20183
SB1120032135400084,20032,EK201830007799,20183
SB1120072015134061,20072,EK201830007824,20183
SB11201220335378,20122,EK201830007826,20183
SB11201320437608,20132,EK201830007827,20183
SB11201220468335,20122,EK201830007828,20183
SB11201120350565,20112,EK201830007829,20183
SB1120092306867332,20092,EK201830007830,20183
SB11201220288876,20122,EK201830007831,20183
SB11201020280578,20102,EK201830007832,20183
SB11201320183253,20132,EK201830007833,20183
SB11201220325788,20122,EK201830007834,20183
SB11201220347701,20122,EK201830007835,20183
SB1120082016050791,20082,EK201830007836,20183
SB11201120320353,20112,EK201830007837,20183
SB11201020584408,20102,EK201830007839,20183
SB11201220397628,20122,EK201830007840,20183
SB1120092021343987,20092,EK201830007841,20183
SB11201020330689,20102,EK201830007842,20183
SB11201320064573,20132,EK201830007843,20183
SB11201220011396,20122,EK201830007844,20183
SB11201120461608,20112,EK201830007845,20183
SB11201220301247,20122,EK201830007846,20183
SB11201120477465,20112,EK201830007847,20183
SB11201020410729,20102,EK201830007848,20183
SB1120092156341038,20092,EK201830007849,20183
SB1120092236464437,20092,EK201830007850,20183
SB11201020258321,20102,EK201830007852,20183
SB11201320348154,20132,EK201830007853,20183
SB112003212780922,20032,EK201830007969,20183
SB1120072043799626,20072,EK201830007970,20183
SB11201120277696,20112,EK201830007971,20183
SB11201220297889,20122,EK201830007972,20183
SB1120092427192037,20092,EK201830007973,20183
SB1120052567699432,20052,EK201830007974,20183
SB1120082275884531,20082,EK201830007975,20183
SB1120072056624053,20072,EK201830007976,20183
SB11201320500670,20132,EK201830007977,20183
SB11201220055115,20122,EK201830007978,20183
SB11201120495106,20112,EK201830007979,20183
SB1120032160582378,20032,EK201830007980,20183
SB1120092170071541,20092,EK201830007982,20183
SB1120082060548555,20082,EK201830007983,20183
SB11201220477989,20122,EK201830007985,20183
SB11201020406518,20102,EK201830007986,20183
SB1120072124253643,20072,EK201830007987,20183
SB11201120354257,20112,EK201830007988,20183
SB11201020397423,20102,EK201830007990,20183
SB11201120290396,20112,EK201830007991,20183
SB11201120356377,20112,EK201830007993,20183
SB112008233279883,20082,EK201830007994,20183
